date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:30:45	110990/110990	---M--	200	added ('OK')	image/jpeg	etag:%221b18e-5b70a2de399c0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-3.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-3.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:30:57	911388/911388	---M--	200	added ('OK')	image/png	etag:%22de81c-5b7fe365a0a40%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/1.png	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/1.png	(from http://108-2.dday.dschool.ntu.edu.tw/283173689021147.html)
20:30:57	61691/61691	---M--	200	added ('OK')	image/jpeg	etag:%22f0fb-5b70a2dd45780%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-4.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-4.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:31:03	98922/98922	---M--	200	added ('OK')	image/jpeg	etag:%221826a-5b70a2e5dabc0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-4_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-4_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:31:27	158689/158689	---M--	200	added ('OK')	image/jpeg	etag:%2226be1-5b70a2de399c0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-5.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-5.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:31:47	276194/276194	---M--	200	added ('OK')	image/jpeg	etag:%22436e2-5b70a2e6cee00%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-5_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-5_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:31:48	245501/245501	---M--	200	added ('OK')	image/jpeg	etag:%223befd-5b70a2e6cee00%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-6_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-6_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:31:56	159993/159993	---M--	200	added ('OK')	image/jpeg	etag:%22270f9-5b70a2df2dc00%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-6.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-6.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:32:09	57283/57283	---M--	200	added ('OK')	image/jpeg	etag:%22dfc3-5b70a2e116080%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-poster_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-poster_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:32:12	127506/127506	---M--	200	added ('OK')	image/jpeg	etag:%221f212-5b70a2de399c0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-7.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-7.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
